Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
@	Punct	O	N/A	N/A	N/A	N/A
____yourdownthere	Eng	O	12.23	-7.07	-0.8	11.43
can	Eng	O	46.96	33.02	-0.8	46.160000000000004
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
invite	Eng	O	41.39	37.66	-0.8	40.59
me	Eng	O	41.15	43.0	-0.8	40.35
Pls	Eng	O/ORG	20.34	14.98	-0.8	19.54
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
