Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
told	Eng	O	46.04	18.64	-0.8	45.24
that	Eng	O	68.72	14.42	-0.8	67.92
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
uncle	Eng	O	34.61	26.99	-0.8	33.81
and	Eng	O	58.08	26.56	-0.8	57.28
h	Eng	O	16.45	10.5	-0.8	15.649999999999999
pulled	Eng	O/ORG	45.6	19.13	-0.8	44.800000000000004
his	Eng	O/ORG	44.36	27.21	-0.8	43.56
pants	Eng	O/ORG	40.27	23.39	-0.8	39.470000000000006
down	Eng	O/ORG	49.05	17.68	-0.8	48.25
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
regret	Eng	O/ORG	32.22	25.61	-0.8	31.419999999999998
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
