Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
would	Eng	O	61.19	3.84	-0.8	60.39
die	Eng	O	33.87	32.35	-0.8	33.07
if	Eng	O	41.12	4.97	-0.8	40.32
they	Eng	O	65.37	19.05	-0.8	64.57000000000001
asked	Eng	O	45.15	16.34	-0.8	44.35
“	Punct	O	N/A	N/A	N/A	N/A
what	Eng	O/ORG	61.03	9.63	-0.8	60.230000000000004
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
sandwich	Eng	O	30.46	25.48	-0.8	29.66
in	Eng	O	45.41	25.29	-0.8	44.61
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
”	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
