Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
GIRL	Eng	O	32.89	8.72	-0.8	32.09
NUH	Eng	O	21.16	10.27	-0.8	20.36
UH	Eng	O	48.85	7.76	-0.8	48.050000000000004
TAKE	Eng	O	52.22	21.69	-0.8	51.42
YO	Spn	O	24.54	38.85	-2.38	36.47
SISTER	Eng	O	49.23	39.48	-2.38	46.849999999999994
TO	Eng	O	48.13	29.93	-0.8	47.330000000000005
MEXICAN	Spn	O/ORG	37.7	44.86	-2.38	42.48
SCHOOL	Eng	O/ORG	54.1	16.16	-2.38	51.72
HAHAHAH	Eng	O/ORG	21.85	9.73	-0.8	21.05
🤣	Punct	O	N/A	N/A	N/A	N/A
💀	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
