Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
think	Eng	O	65.69	9.38	-0.8	64.89
we	Eng	O	46.45	7.69	-0.8	45.650000000000006
can	Eng	O	46.96	33.02	-0.8	46.160000000000004
all	Eng	O	47.74	25.64	-0.8	46.940000000000005
agree	Eng	O	48.71	28.23	-0.8	47.910000000000004
Grabbing	Eng	O/ORG	45.85	16.16	-0.8	45.050000000000004
is	Eng	O	44.66	21.08	-0.8	43.86
the	Eng	O	60.83	27.05	-0.8	60.03
new	Eng	O	37.79	11.23	-0.8	36.99
grabando	Spn	O	29.73	52.43	-2.38	50.05
😌	Punct	O	N/A	N/A	N/A	N/A
🥰	Punct	O	N/A	N/A	N/A	N/A
🤣	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
