Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
@	Punct	O	N/A	N/A	N/A	N/A
hiiidonny	Eng	O	18.16	9.16	-0.8	17.36
hey	Eng	O	43.41	22.69	-0.8	42.61
this	Eng	O	59.86	22.07	-0.8	59.06
is	Eng	O	44.66	21.08	-0.8	43.86
definitely	Eng	O	65.37	25.84	-0.8	64.57000000000001
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
lmao	Spn	O	6.5	12.41	-2.38	10.030000000000001
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
