Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
tell	Eng	O	49.1	23.35	-0.8	48.300000000000004
me	Eng	O	41.15	43.0	-0.8	40.35
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
say	Eng	O	43.93	22.05	-0.8	43.13
embarrassed	Eng	O	42.78	25.34	-0.8	41.980000000000004
in	Eng	O	45.41	25.29	-0.8	44.61
spanish	Eng	O	39.06	8.16	-0.8	38.260000000000005
and	Eng	O	58.08	26.56	-0.8	57.28
imma	Eng	O	22.17	17.07	-0.8	21.37
head	Eng	O	44.83	19.69	-0.8	44.03
out	Eng	O	48.81	12.75	-0.8	48.010000000000005
“	Punct	O	N/A	N/A	N/A	N/A
embarazada	Spn	O	13.61	45.02	-2.38	42.64
”	Punct	O	N/A	N/A	N/A	N/A
🤰	Punct	O	N/A	N/A	N/A	N/A
🏽	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
