Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
'	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O/ORG	33.66	10.74	-0.8	32.86
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
no	Spn	O	39.04	44.89	-2.38	42.51
sabo	Spn	O	16.37	33.68	-1.01	32.67
kid	Eng	O/ORG	38.19	9.68	-2.38	35.809999999999995
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
when	Eng	O	56.49	15.56	-0.8	55.690000000000005
speaking	Eng	O	60.78	9.45	-0.8	59.980000000000004
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
the	Eng	O	60.83	27.05	-0.8	60.03
carnicero	Spn	O	21.96	49.12	-2.38	46.739999999999995
I	Eng	O/ORG	42.31	11.38	-2.38	39.93
forget	Eng	O/ORG	51.27	10.25	-0.8	50.470000000000006
all	Eng	O/ORG	47.74	25.64	-0.8	46.940000000000005
my	Eng	O/ORG	41.2	20.91	-0.8	40.400000000000006
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
stutter	Eng	O/ORG	43.89	17.61	-0.8	43.09
and	Eng	O/ORG	58.08	26.56	-0.8	57.28
forget	Eng	O/ORG	51.27	10.25	-0.8	50.470000000000006
what	Eng	O/ORG	61.03	9.63	-0.8	60.230000000000004
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
want	Eng	O/ORG	52.19	4.37	-0.8	51.39
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
