Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
just	Eng	O/ORG	56.89	16.33	-0.8	56.09
realized	Eng	O/ORG	60.66	27.32	-0.8	59.86
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O/ORG	33.66	10.74	-0.8	32.86
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
no	Spn	O	39.04	44.89	-2.38	42.51
Sabo	Spn	PERSON/ORG	16.37	33.68	-1.01	32.67
adult	Eng	O/ORG	35.13	13.63	-2.38	32.75
🥺	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
thought	Eng	O/ORG	72.78	5.82	-0.8	71.98
my	Eng	O/ORG	41.2	20.91	-0.8	40.400000000000006
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
was	Eng	O/ORG	51.72	16.52	-0.8	50.92
pretty	Eng	O/ORG	57.15	26.28	-0.8	56.35
good	Eng	O/ORG	51.82	19.01	-0.8	51.02
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
do	Eng	O	42.25	32.38	-0.8	41.45
say	Eng	O	43.93	22.05	-0.8	43.13
“	Punct	O	N/A	N/A	N/A	N/A
cómo	Spn	O	6.57	45.1	-2.38	42.72
se	Spn	O	30.91	42.67	-1.01	41.660000000000004
dice	Spn	O	31.36	46.48	-1.01	45.47
”	Punct	O	N/A	N/A	N/A	N/A
a	Eng	O	39.06	38.09	-2.38	36.68
lot	Eng	O	46.99	17.08	-0.8	46.190000000000005
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
