Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
Im	Eng	O	20.85	11.84	-0.8	20.05
using	Eng	O	50.05	15.72	-0.8	49.25
this	Eng	O	59.86	22.07	-0.8	59.06
now	Eng	O	47.81	13.39	-0.8	47.010000000000005
for	Eng	O	47.94	28.79	-0.8	47.14
every	Eng	O	55.22	18.06	-0.8	54.42
minor	Eng	O	40.15	31.13	-0.8	39.35
inconvenience	Eng	O	63.57	43.61	-0.8	62.77
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
