Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
bilingual	Eng	O	38.93	20.38	-0.8	38.13
problem	Eng	O	61.57	35.15	-0.8	60.77
'	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
am	Eng	O/ORG	30.77	12.36	-0.8	29.97
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
right	Eng	O/ORG	61.96	14.85	-0.8	61.160000000000004
lol	Eng	O	19.76	18.87	-0.8	18.96
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
