Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
He	Eng	O	44.49	34.18	-0.8	43.690000000000005
gets	Eng	O	46.84	15.15	-0.8	46.040000000000006
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
10	Num	O	N/A	N/A	N/A	N/A
/	Punct	O	N/A	N/A	N/A	N/A
10	Num	O	N/A	N/A	N/A	N/A
just	Eng	O	56.89	16.33	-0.8	56.09
for	Eng	O	47.94	28.79	-0.8	47.14
the	Eng	O	60.83	27.05	-0.8	60.03
reason	Eng	O	56.08	28.09	-0.8	55.28
he	Eng	O	44.49	34.18	-0.8	43.690000000000005
use	Eng	O	45.34	29.16	-0.8	44.540000000000006
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
example	Eng	O	50.57	29.03	-0.8	49.77
for	Eng	O	47.94	28.79	-0.8	47.14
everyone	Eng	O	65.16	17.43	-0.8	64.36
word	Eng	O	43.09	7.0	-0.8	42.290000000000006
👏	Punct	O	N/A	N/A	N/A	N/A
🏼	Punct	O	N/A	N/A	N/A	N/A
👏	Punct	O	N/A	N/A	N/A	N/A
🏼	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
