Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
get	Eng	O/ORG	48.04	13.69	-0.8	47.24
her	Eng	O/ORG	46.52	29.04	-0.8	45.720000000000006
point	Eng	O/ORG	47.83	10.52	-0.8	47.03
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
sheesh	Eng	O/ORG	31.94	8.1	-0.8	31.14
what	Eng	O/ORG	61.03	9.63	-0.8	60.230000000000004
'	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
up	Eng	O	37.07	9.61	-0.8	36.27
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
attitude	Eng	O	47.8	22.47	-0.8	47.0
?	Punct	O	N/A	N/A	N/A	N/A
!	Punct	O	N/A	N/A	N/A	N/A
!	Punct	O	N/A	N/A	N/A	N/A
!	Punct	O	N/A	N/A	N/A	N/A
in	Eng	O	45.41	25.29	-0.8	44.61
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
case	Eng	O	43.75	39.24	-0.8	42.95
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
mom	Eng	O	34.1	16.88	-0.8	33.300000000000004
pinay	Eng	O	19.6	21.2	-0.8	18.8
and	Eng	O	58.08	26.56	-0.8	57.28
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
dad	Eng	O	35.2	30.34	-0.8	34.400000000000006
latino	Spn	O	26.42	40.08	-2.38	37.699999999999996
and	Eng	O	58.08	26.56	-2.38	55.699999999999996
they	Eng	O/OTROS	65.37	19.05	-0.8	64.57000000000001
both	Eng	O/OTROS	43.29	14.68	-0.8	42.49
work	Eng	O/OTROS	47.7	2.12	-0.8	46.900000000000006
really	Eng	O	69.21	24.1	-0.8	68.41
hard	Eng	O	46.48	24.73	-0.8	45.68
and	Eng	O	58.08	26.56	-0.8	57.28
I	Eng	O/OTROS	42.31	11.38	-0.8	41.510000000000005
have	Eng	O	60.11	28.54	-0.8	59.31
disable	Eng	O	46.1	37.68	-0.8	45.300000000000004
bro	Spn	O	22.33	29.28	-2.38	26.900000000000002
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
