Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Best	Eng	O/PERS	46.75	15.93	-0.8	45.95
Meat	Eng	O/PERS	46.3	13.93	-0.8	45.5
in	Eng	O	45.41	25.29	-0.8	44.61
LA	Spn	LOCATION/O	18.68	44.74	-2.38	42.36
hands	Eng	O	46.68	21.28	-2.38	44.3
down	Eng	O	49.05	17.68	-0.8	48.25
from	Eng	O	48.14	12.52	-0.8	47.34
La	Spn	LOCATION/O	18.68	44.74	-2.38	42.36
Carnicería	Spn	LOCATION/LUG	11.81	50.17	-1.01	49.160000000000004
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
