Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Also	Eng	O	46.43	25.86	-0.8	45.63
15	Num	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-0.8	57.28
50	Num	O	N/A	N/A	N/A	N/A
for	Eng	O	47.94	28.79	-0.8	47.14
people	Eng	O	65.53	26.25	-0.8	64.73
whos	Eng	O	30.78	19.8	-0.8	29.98
first	Eng	O	52.19	16.64	-0.8	51.39
language	Eng	O	47.03	20.35	-0.8	46.230000000000004
is	Eng	O	44.66	21.08	-0.8	43.86
spanish	Eng	O	39.06	8.16	-0.8	38.260000000000005
😭	Punct	O	N/A	N/A	N/A	N/A
🙏	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
