Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
not	Eng	O	48.64	20.26	-0.8	47.84
the	Eng	O	60.83	27.05	-0.8	60.03
no	Spn	O	39.04	44.89	-2.38	42.51
sabo	Spn	O	16.37	33.68	-1.01	32.67
slander	Eng	O	37.97	24.48	-2.38	35.589999999999996
😂	Punct	O	N/A	N/A	N/A	N/A
we	Eng	O	46.45	7.69	-0.8	45.650000000000006
just	Eng	O/ORG	56.89	16.33	-0.8	56.09
want	Eng	O/ORG	52.19	4.37	-0.8	51.39
to	Eng	O/ORG	48.13	29.93	-0.8	47.330000000000005
quietly	Eng	O/ORG	36.9	31.77	-0.8	36.1
make	Eng	O/ORG	50.59	18.5	-0.8	49.790000000000006
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
through	Eng	O/ORG	66.36	6.77	-0.8	65.56
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
day	Eng	O/ORG	41.73	23.91	-0.8	40.93
without	Eng	O/ORG	63.57	-2.12	-0.8	62.77
someone	Eng	O/ORG	66.44	26.04	-0.8	65.64
invalidating	Eng	O/ORG	47.33	14.09	-0.8	46.53
our	Eng	O	44.71	13.25	-0.8	43.910000000000004
ethnicity	Eng	O	35.73	3.37	-0.8	34.93
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
