Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
our	Eng	O	44.71	13.25	-0.8	43.910000000000004
special	Eng	O	53.07	32.03	-0.8	52.27
education	Eng	O	63.71	29.0	-0.8	62.910000000000004
teacher	Eng	O	56.39	26.9	-0.8	55.59
told	Eng	O	46.04	18.64	-0.8	45.24
us	Eng	O	36.11	21.64	-0.8	35.31
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
speak	Eng	O	38.44	9.07	-0.8	37.64
both	Eng	O	43.29	14.68	-0.8	42.49
English	Eng	O/OTROS	35.81	18.35	-0.8	35.010000000000005
and	Eng	O	58.08	26.56	-0.8	57.28
spanish	Eng	O	39.06	8.16	-0.8	38.260000000000005
one	Eng	O	49.51	25.47	-0.8	48.71
parent	Eng	O	54.6	29.24	-0.8	53.800000000000004
for	Eng	O	47.94	28.79	-0.8	47.14
each	Eng	O	40.3	10.63	-0.8	39.5
language	Eng	O	47.03	20.35	-0.8	46.230000000000004
consistently	Eng	O	61.26	35.72	-0.8	60.46
would	Eng	O/ORG	61.19	3.84	-0.8	60.39
work	Eng	O/ORG	47.7	2.12	-0.8	46.900000000000006
best	Eng	O/ORG	46.75	15.93	-0.8	45.95
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
