Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
the	Eng	O	60.83	27.05	-0.8	60.03
clumsy	Eng	O	19.14	11.62	-0.8	18.34
attempt	Eng	O	38.27	-1.02	-0.8	37.470000000000006
of	Eng	O	45.37	12.91	-0.8	44.57
humans	Eng	O	43.44	25.62	-0.8	42.64
is	Eng	O	44.66	21.08	-0.8	43.86
beat	Eng	O	45.11	9.69	-0.8	44.31
by	Eng	O	35.52	13.53	-0.8	34.720000000000006
the	Eng	O	60.83	27.05	-0.8	60.03
precision	Eng	O	55.89	44.99	-0.8	55.09
of	Eng	O	45.37	12.91	-0.8	44.57
nature	Eng	O	49.15	34.78	-0.8	48.35
once	Eng	O	46.71	27.42	-0.8	45.910000000000004
again	Eng	O	50.85	25.65	-0.8	50.050000000000004
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
