Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
the	Eng	O	60.83	27.05	-0.8	60.03
only	Eng	O	49.65	9.4	-0.8	48.85
reason	Eng	O	56.08	28.09	-0.8	55.28
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
one	Eng	O	49.51	25.47	-0.8	48.71
cuz	Spn	O	5.19	16.21	-2.38	13.830000000000002
my	Eng	O	41.2	20.91	-2.38	38.82
mom	Eng	O	34.1	16.88	-0.8	33.300000000000004
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
“	Punct	O	N/A	N/A	N/A	N/A
learn	Eng	O	42.31	12.41	-0.8	41.510000000000005
yourself	Eng	O	65.47	7.15	-0.8	64.67
”	Punct	O	N/A	N/A	N/A	N/A
when	Eng	O	56.49	15.56	-0.8	55.690000000000005
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
trying	Eng	O/ORG	62.95	14.11	-0.8	62.150000000000006
to	Eng	O/ORG	48.13	29.93	-0.8	47.330000000000005
learn	Eng	O/ORG	42.31	12.41	-0.8	41.510000000000005
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
when	Eng	O	56.49	15.56	-0.8	55.690000000000005
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
give	Eng	O	46.96	21.81	-0.8	46.160000000000004
up	Eng	O	37.07	9.61	-0.8	36.27
she	Eng	O	47.98	20.49	-0.8	47.18
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
why	Eng	O	41.66	5.84	-0.8	40.86
don	Eng	O	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
learn	Eng	O	42.31	12.41	-0.8	41.510000000000005
🥲	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
