Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
What	Eng	O/PERS	61.03	9.63	-0.8	60.230000000000004
do	Eng	O	42.25	32.38	-0.8	41.45
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
mean	Eng	O	52.3	29.01	-0.8	51.5
half	Eng	O	42.0	11.47	-0.8	41.2
white	Eng	O	48.39	21.6	-0.8	47.59
?	Punct	O	N/A	N/A	N/A	N/A
Your	Eng	O	56.33	24.2	-0.8	55.53
mom	Eng	O	34.1	16.88	-0.8	33.300000000000004
is	Eng	O	44.66	21.08	-0.8	43.86
whiter	Eng	O	46.59	17.02	-0.8	45.790000000000006
than	Eng	O	56.77	25.06	-0.8	55.970000000000006
me	Spn	O	41.15	43.0	-2.38	40.62
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
