Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
You	Eng	O/ORG	56.67	25.36	-0.8	55.870000000000005
acting	Eng	O/ORG	52.79	20.39	-0.8	51.99
this	Eng	O/ORG	59.86	22.07	-0.8	59.06
part	Eng	O/ORG	44.95	26.99	-0.8	44.150000000000006
very	Eng	O/ORG	48.4	29.89	-0.8	47.6
differently	Eng	O/ORG	76.87	16.45	-0.8	76.07000000000001
&	Punct	O	N/A	N/A	N/A	N/A
very	Eng	O/ORG	48.4	29.89	-0.8	47.6
good	Eng	O/ORG	51.82	19.01	-0.8	51.02
…	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O/ORG	33.66	10.74	-0.8	32.86
concerned	Eng	O/ORG	59.69	26.74	-0.8	58.89
💀	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
