Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
@	Punct	O	N/A	N/A	N/A	N/A
Juliana	Spn	PERSON/PERS	19.45	32.82	-2.38	30.44
🐝	Punct	O	N/A	N/A	N/A	N/A
yea	Eng	O	33.54	16.42	-2.38	31.16
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
can	Eng	O/ORG	46.96	33.02	-0.8	46.160000000000004
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
deal	Eng	O	42.45	29.04	-0.8	41.650000000000006
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
that	Eng	O	68.72	14.42	-0.8	67.92
😭	Punct	O	N/A	N/A	N/A	N/A
😭	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
