Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
ALL	Eng	O	47.74	25.64	-0.8	46.940000000000005
OF	Eng	O	45.37	12.91	-0.8	44.57
THIS	Eng	O	59.86	22.07	-0.8	59.06
!	Punct	O	N/A	N/A	N/A	N/A
!	Punct	O	N/A	N/A	N/A	N/A
!	Punct	O	N/A	N/A	N/A	N/A
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
is	Eng	O	44.66	21.08	-0.8	43.86
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
colonizers	Eng	O	37.39	25.42	-0.8	36.59
language	Eng	O	47.03	20.35	-0.8	46.230000000000004
anyway	Eng	O	58.7	15.99	-0.8	57.900000000000006
and	Eng	O	58.08	26.56	-0.8	57.28
not	Eng	O	48.64	20.26	-0.8	47.84
the	Eng	O	60.83	27.05	-0.8	60.03
only	Eng	O	49.65	9.4	-0.8	48.85
language	Eng	O	47.03	20.35	-0.8	46.230000000000004
spoken	Eng	O	37.99	14.93	-0.8	37.190000000000005
by	Eng	O	35.52	13.53	-0.8	34.720000000000006
Latinx	Eng	O/LUG	13.28	10.37	-0.8	12.479999999999999
people	Eng	O	65.53	26.25	-0.8	64.73
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
