Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
tiktok	Eng	O	15.56	5.23	-0.8	14.76
normalized	Eng	O	52.38	22.08	-0.8	51.580000000000005
people	Eng	O	65.53	26.25	-0.8	64.73
saying	Eng	O	60.24	14.64	-0.8	59.440000000000005
“	Punct	O	N/A	N/A	N/A	N/A
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
am	Eng	O/OTROS	30.77	12.36	-0.8	29.97
____	Eng	O	-15.5	-15.93	-0.8	-16.3
”	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-0.8	57.28
STRANGERS	Eng	O/OTROS	56.68	14.76	-0.8	55.88
thinking	Eng	O	79.43	9.09	-0.8	78.63000000000001
they	Eng	O	65.37	19.05	-0.8	64.57000000000001
have	Eng	O	60.11	28.54	-0.8	59.31
the	Eng	O	60.83	27.05	-0.8	60.03
right	Eng	O	61.96	14.85	-0.8	61.160000000000004
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
say	Eng	O	43.93	22.05	-0.8	43.13
“	Punct	O	N/A	N/A	N/A	N/A
no	Spn	O	39.04	44.89	-2.38	42.51
you	Eng	O	56.67	25.36	-2.38	54.29
’	Punct	O	N/A	N/A	N/A	N/A
re	Eng	O	44.29	29.91	-0.8	43.49
actually	Eng	O	70.55	26.25	-0.8	69.75
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
bc	Eng	O/ORG	4.51	0.41	-0.8	3.71
i	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
said	Eng	O/ORG	47.81	17.28	-0.8	47.010000000000005
so	Eng	O	43.57	28.06	-0.8	42.77
”	Punct	O	N/A	N/A	N/A	N/A
🥴	Punct	O	N/A	N/A	N/A	N/A
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
hate	Eng	O	43.83	31.28	-0.8	43.03
it	Eng	O/OTROS	50.11	11.76	-0.8	49.31
here	Eng	O	56.63	37.45	-0.8	55.830000000000005
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
