Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
SORRY	Eng	O/ORG	46.41	23.72	-0.8	45.61
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
many	Eng	O	46.88	24.27	-0.8	46.080000000000005
BUT	Eng	O/ORG	51.93	13.76	-0.8	51.13
AMEN	Spn	O/ORG	29.91	35.32	-2.38	32.94
.	Punct	O	N/A	N/A	N/A	N/A
i	Eng	O/ORG	42.31	11.38	-2.38	39.93
am	Eng	O/ORG	30.77	12.36	-0.8	29.97
trilingual	Eng	O/ORG	38.05	21.12	-0.8	37.25
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
no	Spn	O	39.04	44.89	-2.38	42.51
one	Eng	O	49.51	25.47	-2.38	47.129999999999995
ever	Eng	O	51.06	27.62	-0.8	50.260000000000005
thinks	Eng	O	59.3	9.12	-0.8	58.5
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
speak	Eng	O	38.44	9.07	-0.8	37.64
the	Eng	O	60.83	27.05	-0.8	60.03
other	Eng	O	57.25	23.13	-0.8	56.45
two	Eng	O	43.79	14.75	-0.8	42.99
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
mother	Eng	O	57.5	28.28	-0.8	56.7
tongue	Eng	O	35.87	29.93	-0.8	35.07
too	Eng	O	46.65	16.45	-0.8	45.85
.	Punct	O	N/A	N/A	N/A	N/A
two	Eng	O	43.79	14.75	-0.8	42.99
different	Eng	O	72.44	17.22	-0.8	71.64
gymnastics	Eng	O	31.14	-3.19	-0.8	30.34
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
