Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
@	Punct	O	N/A	N/A	N/A	N/A
shhhfatima	Spn	O	10.38	17.42	-2.38	15.040000000000003
bru	Eng	O	18.09	14.45	-2.38	15.71
the	Eng	O	60.83	27.05	-0.8	60.03
ending	Eng	O	50.44	16.26	-0.8	49.64
of	Eng	O	45.37	12.91	-0.8	44.57
the	Eng	O	60.83	27.05	-0.8	60.03
video	Eng	O	31.71	26.45	-0.8	30.91
💀	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
