Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Oye	Spn	LOCATION/O	15.37	27.63	-2.38	25.25
Jordan	Spn	LOCATION/PERS	22.45	24.73	-1.01	23.72
me	Spn	O	41.15	43.0	-1.01	41.99
gusta	Spn	O	15.36	49.99	-1.01	48.980000000000004
tu	Spn	O	14.03	32.67	-1.01	31.66
novia	Spn	O	20.72	41.41	-1.01	40.4
😘	Punct	O	N/A	N/A	N/A	N/A
☝	Punct	O	N/A	N/A	N/A	N/A
🏻	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
