Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
remember	Eng	O	63.09	24.73	-0.8	62.290000000000006
when	Eng	O	56.49	15.56	-0.8	55.690000000000005
i	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
was	Eng	O/ORG	51.72	16.52	-0.8	50.92
coming	Eng	O/ORG	57.8	32.31	-0.8	57.0
back	Eng	O/ORG	45.64	16.76	-0.8	44.84
from	Eng	O/ORG	48.14	12.52	-0.8	47.34
mexico	Spn	O/ORG	26.17	41.73	-2.38	39.349999999999994
the	Eng	O/ORG	60.83	27.05	-2.38	58.449999999999996
border	Eng	O/ORG	46.01	35.63	-0.8	45.21
patrol	Eng	O/ORG	33.03	31.96	-0.8	32.230000000000004
agent	Eng	O/ORG	41.73	19.95	-0.8	40.93
wouldn	Eng	O/ORG	61.72	-0.63	-0.8	60.92
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
let	Eng	O/ORG	41.33	17.8	-0.8	40.53
us	Eng	O/ORG	36.11	21.64	-0.8	35.31
across	Eng	O/ORG	46.5	18.29	-0.8	45.7
until	Eng	O/ORG	41.68	25.6	-0.8	40.88
i	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
said	Eng	O/ORG	47.81	17.28	-0.8	47.010000000000005
something	Eng	O/ORG	87.24	18.85	-0.8	86.44
in	Eng	O/ORG	45.41	25.29	-0.8	44.61
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
