Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Man	Eng	O	40.95	33.96	-0.8	40.150000000000006
what	Eng	O	61.03	9.63	-0.8	60.230000000000004
culo	Spn	O	19.26	39.14	-2.38	36.76
its	Eng	O/ORG	40.87	11.62	-2.38	38.489999999999995
all	Eng	O/ORG	47.74	25.64	-0.8	46.940000000000005
gone	Eng	O/ORG	48.12	21.26	-0.8	47.32
😭	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
