Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Tu	Spn	PERSON/O	14.03	32.67	-2.38	30.290000000000003
español	Spn	O	15.21	43.56	-1.01	42.550000000000004
es	Spn	O	21.58	44.75	-1.01	43.74
mejor	Spn	O	24.56	52.02	-1.01	51.010000000000005
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
mío	Spn	O	6.41	37.03	-1.01	36.02
y	Spn	O	21.5	34.41	-1.01	33.4
mis	Spn	O	27.57	40.33	-1.01	39.32
padres	Spn	O	26.56	55.01	-1.01	54.0
sólo	Spn	O	9.32	46.18	-1.01	45.17
han	Spn	O	37.39	38.75	-1.01	37.74
hablado	Spn	O	24.37	58.86	-1.01	57.85
español	Spn	O	15.21	43.56	-1.01	42.550000000000004
conmigo	Spn	O	21.4	60.69	-1.01	59.68
desde	Spn	O	22.55	52.15	-1.01	51.14
chiquito	Spn	O	26.24	57.89	-1.01	56.88
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
