Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
The	Eng	O	60.83	27.05	-0.8	60.03
way	Eng	O	46.27	15.37	-0.8	45.470000000000006
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
cough	Eng	O	43.04	14.15	-0.8	42.24
or	Eng	O	41.56	23.53	-0.8	40.760000000000005
throw	Eng	O	51.84	6.33	-0.8	51.040000000000006
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
paper	Eng	O	47.34	34.36	-0.8	46.540000000000006
in	Eng	O	45.41	25.29	-0.8	44.61
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
usually	Eng	O/ORG	65.07	18.9	-0.8	64.27
by	Eng	O/ORG	35.52	13.53	-0.8	34.720000000000006
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
exaggeration	Eng	O/ORG	49.84	21.44	-0.8	49.040000000000006
on	Eng	O	43.01	23.0	-0.8	42.21
how	Eng	O/ORG	45.28	13.44	-0.8	44.480000000000004
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
done	Eng	O	52.42	36.12	-0.8	51.620000000000005
getting	Eng	O/ORG	68.58	9.63	-0.8	67.78
hit	Eng	O/ORG	38.88	12.62	-0.8	38.080000000000005
in	Eng	O/ORG	45.41	25.29	-0.8	44.61
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
is	Eng	O/ORG	44.66	21.08	-0.8	43.86
very	Eng	O/ORG	48.4	29.89	-0.8	47.6
over	Eng	O/ORG	48.52	24.85	-0.8	47.720000000000006
exaggerated	Eng	O/ORG	41.07	18.8	-0.8	40.27
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
think	Eng	O/ORG	65.69	9.38	-0.8	64.89
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
