Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Yes	Eng	O	47.22	27.23	-0.8	46.42
!	Punct	O	N/A	N/A	N/A	N/A
My	Eng	O	41.2	20.91	-0.8	40.400000000000006
daughter	Eng	O	55.87	18.12	-0.8	55.07
is	Eng	O	44.66	21.08	-0.8	43.86
6	Num	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-0.8	57.28
we	Eng	O	46.45	7.69	-0.8	45.650000000000006
are	Eng	O	50.46	30.0	-0.8	49.660000000000004
strict	Eng	O	44.17	6.55	-0.8	43.370000000000005
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
her	Eng	O	46.52	29.04	-0.8	45.720000000000006
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
since	Eng	O/ORG	49.2	38.91	-0.8	48.400000000000006
starting	Eng	O/ORG	65.84	8.89	-0.8	65.04
school	Eng	O	54.1	16.16	-0.8	53.300000000000004
her	Eng	O	46.52	29.04	-0.8	45.720000000000006
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
has	Eng	O	46.17	42.75	-0.8	45.370000000000005
gotten	Eng	O	53.99	21.92	-0.8	53.190000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
bit	Eng	O/ORG	42.62	9.94	-0.8	41.82
bad	Eng	O/ORG	40.9	20.21	-0.8	40.1
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
were	Eng	O/ORG	57.76	17.06	-0.8	56.96
strict	Eng	O/ORG	44.17	6.55	-0.8	43.370000000000005
on	Eng	O	43.01	23.0	-0.8	42.21
her	Eng	O	46.52	29.04	-0.8	45.720000000000006
still	Eng	O	53.2	12.74	-0.8	52.400000000000006
and	Eng	O	58.08	26.56	-0.8	57.28
she	Eng	O	47.98	20.49	-0.8	47.18
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
