Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
me	Spn	O	41.15	43.0	-2.38	40.62
with	Eng	O	54.27	4.16	-2.38	51.89
the	Eng	O	60.83	27.05	-0.8	60.03
word	Eng	O/ORG	43.09	7.0	-0.8	42.290000000000006
‘	Punct	O	N/A	N/A	N/A	N/A
relationship	Eng	O/ORG	60.19	9.15	-0.8	59.39
’	Punct	O	N/A	N/A	N/A	N/A
-	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
can	Eng	O/ORG	46.96	33.02	-0.8	46.160000000000004
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
say	Eng	O/ORG	43.93	22.05	-0.8	43.13
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
fast	Eng	O/ORG	42.35	15.68	-0.8	41.550000000000004
😭	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
