Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
The	Eng	O/ORG	60.83	27.05	-0.8	60.03
reason	Eng	O/ORG	56.08	28.09	-0.8	55.28
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
don	Eng	O/ORG	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
know	Eng	O/ORG	60.3	6.12	-0.8	59.5
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
is	Eng	O	44.66	21.08	-0.8	43.86
because	Eng	O	75.01	22.56	-0.8	74.21000000000001
of	Eng	O	45.37	12.91	-0.8	44.57
how	Eng	O	45.28	13.44	-0.8	44.480000000000004
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
grandparents	Eng	O/OTROS	62.2	22.82	-0.8	61.400000000000006
were	Eng	O/OTROS	57.76	17.06	-0.8	56.96
treated	Eng	O/OTROS	52.09	24.61	-0.8	51.290000000000006
.	Punct	O	N/A	N/A	N/A	N/A
They	Eng	O	65.37	19.05	-0.8	64.57000000000001
didn	Eng	O	48.99	16.56	-0.8	48.190000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
teach	Eng	O	49.19	17.71	-0.8	48.39
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
father	Eng	O	52.83	25.27	-0.8	52.03
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
