Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
let	Eng	O	41.33	17.8	-0.8	40.53
'	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
remember	Eng	O/ORG	63.09	24.73	-0.8	62.290000000000006
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
is	Eng	O/ORG	44.66	21.08	-0.8	43.86
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
language	Eng	O/ORG	47.03	20.35	-0.8	46.230000000000004
of	Eng	O/ORG	45.37	12.91	-0.8	44.57
our	Eng	O/ORG	44.71	13.25	-0.8	43.910000000000004
colonizers	Eng	O/ORG	37.39	25.42	-0.8	36.59
anyway	Eng	O/ORG	58.7	15.99	-0.8	57.900000000000006
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
