Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
The	Eng	O	60.83	27.05	-0.8	60.03
only	Eng	O	49.65	9.4	-0.8	48.85
people	Eng	O	65.53	26.25	-0.8	64.73
who	Eng	O	43.84	15.11	-0.8	43.040000000000006
think	Eng	O	65.69	9.38	-0.8	64.89
she	Eng	O	47.98	20.49	-0.8	47.18
'	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
Mexican	Spn	O/ORG	37.7	44.86	-2.38	42.48
are	Eng	O/ORG	50.46	30.0	-2.38	48.08
probably	Eng	O/ORG	71.13	31.99	-0.8	70.33
Hispanics	Eng	O/ORG	35.37	11.9	-0.8	34.57
who	Eng	O	43.84	15.11	-0.8	43.040000000000006
'	Punct	O	N/A	N/A	N/A	N/A
ve	Eng	O	41.64	33.49	-0.8	40.84
never	Eng	O	54.2	28.98	-0.8	53.400000000000006
been	Eng	O	52.66	22.28	-0.8	51.86
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
MX	Eng	O/ORG	4.04	1.47	-0.8	3.24
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
