Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
don	Eng	O	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
get	Eng	O/ORG	48.04	13.69	-0.8	47.24
why	Eng	O/ORG	41.66	5.84	-0.8	40.86
people	Eng	O	65.53	26.25	-0.8	64.73
make	Eng	O	50.59	18.5	-0.8	49.790000000000006
fun	Eng	O	36.4	23.58	-0.8	35.6
of	Eng	O	45.37	12.91	-0.8	44.57
“	Punct	O	N/A	N/A	N/A	N/A
no	Spn	O	39.04	44.89	-2.38	42.51
sabo	Spn	O	16.37	33.68	-1.01	32.67
”	Punct	O	N/A	N/A	N/A	N/A
kids	Eng	O	46.98	8.94	-2.38	44.599999999999994
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
they	Eng	O	65.37	19.05	-0.8	64.57000000000001
’	Punct	O	N/A	N/A	N/A	N/A
re	Eng	O	44.29	29.91	-0.8	43.49
trying	Eng	O	62.95	14.11	-0.8	62.150000000000006
at	Eng	O	43.35	13.78	-0.8	42.550000000000004
least	Eng	O	49.75	13.64	-0.8	48.95
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
brother	Eng	O	58.65	27.99	-0.8	57.85
no	Spn	O	39.04	44.89	-2.38	42.51
longer	Eng	O	50.2	26.28	-2.38	47.82
wants	Eng	O	52.44	7.87	-0.8	51.64
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
because	Eng	O	75.01	22.56	-0.8	74.21000000000001
he	Eng	O	44.49	34.18	-0.8	43.690000000000005
was	Eng	O	51.72	16.52	-0.8	50.92
made	Eng	O	44.26	35.03	-0.8	43.46
fun	Eng	O	36.4	23.58	-0.8	35.6
of	Eng	O	45.37	12.91	-0.8	44.57
all	Eng	O	47.74	25.64	-0.8	46.940000000000005
the	Eng	O	60.83	27.05	-0.8	60.03
time	Eng	O	53.99	32.6	-0.8	53.190000000000005
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
