Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
For	Eng	O	47.94	28.79	-0.8	47.14
real	Eng	O	50.3	35.46	-0.8	49.5
!	Punct	O	N/A	N/A	N/A	N/A
!	Punct	O	N/A	N/A	N/A	N/A
They	Eng	O/ORG	65.37	19.05	-0.8	64.57000000000001
make	Eng	O/ORG	50.59	18.5	-0.8	49.790000000000006
fun	Eng	O/ORG	36.4	23.58	-0.8	35.6
of	Eng	O/ORG	45.37	12.91	-0.8	44.57
us	Eng	O/ORG	36.11	21.64	-0.8	35.31
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
never	Eng	O	54.2	28.98	-0.8	53.400000000000006
even	Eng	O	50.32	32.92	-0.8	49.52
taught	Eng	O	52.2	9.48	-0.8	51.400000000000006
us	Eng	O	36.11	21.64	-0.8	35.31
how	Eng	O	45.28	13.44	-0.8	44.480000000000004
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
.	Punct	O	N/A	N/A	N/A	N/A
Like	Eng	O	57.49	21.32	-0.8	56.690000000000005
excuse	Eng	O	47.46	35.18	-0.8	46.660000000000004
me	Spn	O	41.15	43.0	-2.38	40.62
?	Punct	O	N/A	N/A	N/A	N/A
?	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
