Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Lol	Eng	O	19.76	18.87	-0.8	18.96
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
used	Eng	O	48.97	21.24	-0.8	48.17
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
get	Eng	O/ORG	48.04	13.69	-0.8	47.24
told	Eng	O/ORG	46.04	18.64	-0.8	45.24
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
was	Eng	O/ORG	51.72	16.52	-0.8	50.92
white	Eng	O/ORG	48.39	21.6	-0.8	47.59
washed	Eng	O/ORG	47.34	5.74	-0.8	46.540000000000006
for	Eng	O/ORG	47.94	28.79	-0.8	47.14
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
speaking	Eng	O/ORG	60.78	9.45	-0.8	59.980000000000004
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
well	Eng	O/ORG	57.6	13.82	-0.8	56.800000000000004
.	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
was	Eng	O	51.72	16.52	-0.8	50.92
always	Eng	O	58.03	12.99	-0.8	57.230000000000004
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
“	Punct	O	N/A	N/A	N/A	N/A
FOOO	Eng	O/ORG	25.55	14.02	-0.8	24.75
WHO	Eng	O/ORG	43.84	15.11	-0.8	43.040000000000006
BROUGHT	Eng	O/ORG	58.39	9.86	-0.8	57.59
SPANISH	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
TO	Eng	O/ORG	48.13	29.93	-0.8	47.330000000000005
THE	Eng	O/ORG	60.83	27.05	-0.8	60.03
AMERICAS	Spn	O/ORG	27.6	45.54	-2.38	43.16
?	Punct	O	N/A	N/A	N/A	N/A
!	Punct	O	N/A	N/A	N/A	N/A
?	Punct	O	N/A	N/A	N/A	N/A
YTPpl	Spn	O	3.49	1.49	-1.01	0.48
!	Punct	O	N/A	N/A	N/A	N/A
!	Punct	O	N/A	N/A	N/A	N/A
”	Punct	O	N/A	N/A	N/A	N/A
🤦	Punct	O	N/A	N/A	N/A	N/A
🏽	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
