Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Don	Eng	PERSON/O	50.13	38.08	-0.8	49.330000000000005
'	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
blame	Eng	O/ORG	40.74	32.27	-0.8	39.940000000000005
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
kids	Eng	O/ORG	46.98	8.94	-0.8	46.18
blame	Eng	O/ORG	40.74	32.27	-0.8	39.940000000000005
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
parents	Eng	O/ORG	56.12	30.91	-0.8	55.32
for	Eng	O/ORG	47.94	28.79	-0.8	47.14
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
teaching	Eng	O/ORG	66.42	19.31	-0.8	65.62
them	Eng	O/ORG	58.74	12.49	-0.8	57.940000000000005
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
