Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
The	Eng	O/ORG	60.83	27.05	-0.8	60.03
”	Punct	O	N/A	N/A	N/A	N/A
Naw	Eng	O/ORG	17.93	7.21	-0.8	17.13
too	Eng	O/ORG	46.65	16.45	-0.8	45.85
late	Eng	O/ORG	42.84	40.03	-0.8	42.040000000000006
got	Eng	O/ORG	48.21	15.31	-0.8	47.410000000000004
me	Eng	O	41.15	43.0	-0.8	40.35
”	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
