Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
No	Spn	O	39.04	44.89	-2.38	42.51
because	Eng	O	75.01	22.56	-2.38	72.63000000000001
i	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
know	Eng	O/ORG	60.3	6.12	-0.8	59.5
his	Eng	O/ORG	44.36	27.21	-0.8	43.56
heart	Eng	O/ORG	46.79	15.24	-0.8	45.99
was	Eng	O/ORG	51.72	16.52	-0.8	50.92
going	Eng	O/ORG	62.31	13.65	-0.8	61.510000000000005
PEATER	Eng	O/ORG	39.05	26.5	-0.8	38.25
PATTER	Eng	O/ORG	47.2	31.78	-0.8	46.400000000000006
PEATER	Eng	O/ORG	39.05	26.5	-0.8	38.25
PATTER	Eng	O/ORG	47.2	31.78	-0.8	46.400000000000006
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
