Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
If	Eng	O/ORG	41.12	4.97	-0.8	40.32
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
ever	Eng	O/ORG	51.06	27.62	-0.8	50.260000000000005
happens	Eng	O/ORG	55.48	14.68	-0.8	54.68
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
put	Eng	O/ORG	43.43	16.46	-0.8	42.63
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
back	Eng	O/ORG	45.64	16.76	-0.8	44.84
in	Eng	O	45.41	25.29	-0.8	44.61
the	Eng	O	60.83	27.05	-0.8	60.03
wrapper	Eng	O	36.66	6.82	-0.8	35.86
and	Eng	O	58.08	26.56	-0.8	57.28
then	Eng	O	60.65	23.75	-0.8	59.85
kinda	Eng	O	34.08	22.25	-0.8	33.28
mush	Eng	O	31.92	16.2	-0.8	31.12
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
together	Eng	O/ORG	65.81	19.91	-0.8	65.01
in	Eng	O/ORG	45.41	25.29	-0.8	44.61
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
plastic	Eng	O/ORG	44.74	16.21	-0.8	43.940000000000005
so	Eng	O/ORG	43.57	28.06	-0.8	42.77
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
becomes	Eng	O/ORG	58.41	29.37	-0.8	57.61
solid	Eng	O/ORG	37.52	23.35	-0.8	36.720000000000006
again	Eng	O/ORG	50.85	25.65	-0.8	50.050000000000004
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
