Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Is	Eng	O	44.66	21.08	-0.8	43.86
none	Eng	O/ORG	41.36	27.92	-0.8	40.56
gonna	Eng	O/ORG	42.51	19.51	-0.8	41.71
talk	Eng	O/ORG	43.44	15.28	-0.8	42.64
about	Eng	O/ORG	62.63	15.69	-0.8	61.830000000000005
how	Eng	O/ORG	45.28	13.44	-0.8	44.480000000000004
he	Eng	O	44.49	34.18	-0.8	43.690000000000005
said	Eng	O	47.81	17.28	-0.8	47.010000000000005
una	Spn	O	21.97	46.98	-2.38	44.599999999999994
problema	Spn	O	44.12	55.0	-1.01	53.99
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
