Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
My	Eng	O	41.2	20.91	-0.8	40.400000000000006
sister	Eng	O	49.23	39.48	-0.8	48.43
in	Eng	O	45.41	25.29	-0.8	44.61
law	Eng	O	33.5	9.2	-0.8	32.7
told	Eng	O	46.04	18.64	-0.8	45.24
me	Eng	O	41.15	43.0	-0.8	40.35
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
have	Eng	O	60.11	28.54	-0.8	59.31
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
letra	Spn	O	23.87	40.53	-2.38	38.15
for	Eng	O	47.94	28.79	-2.38	45.559999999999995
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
and	Eng	O	58.08	26.56	-0.8	57.28
I	Eng	O/OTROS	42.31	11.38	-0.8	41.510000000000005
was	Eng	O/OTROS	51.72	16.52	-0.8	50.92
like	Eng	O/OTROS	57.49	21.32	-0.8	56.690000000000005
what	Eng	O/OTROS	61.03	9.63	-0.8	60.230000000000004
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
letra	Spn	O	23.87	40.53	-2.38	38.15
?	Punct	O	N/A	N/A	N/A	N/A
?	Punct	O	N/A	N/A	N/A	N/A
You	Eng	O	56.67	25.36	-2.38	54.29
mean	Eng	O	52.3	29.01	-0.8	51.5
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
carta	Spn	O	24.0	45.86	-2.38	43.48
?	Punct	O	N/A	N/A	N/A	N/A
A	Eng	O	39.06	38.09	-2.38	36.68
letter	Eng	O	50.32	27.72	-0.8	49.52
is	Eng	O	44.66	21.08	-0.8	43.86
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
carta	Spn	O	24.0	45.86	-2.38	43.48
not	Eng	O	48.64	20.26	-2.38	46.26
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
letra	Spn	O	23.87	40.53	-2.38	38.15
mensa	Spn	O	18.45	42.17	-1.01	41.160000000000004
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
