Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
People	Eng	O	65.53	26.25	-0.8	64.73
don	Eng	O	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
know	Eng	O	60.3	6.12	-0.8	59.5
their	Eng	O	61.66	20.15	-0.8	60.86
history	Eng	O	49.18	33.65	-0.8	48.38
.	Punct	O	N/A	N/A	N/A	N/A
Now	Eng	O/ORG	47.81	13.39	-0.8	47.010000000000005
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
crime	Eng	O	48.61	39.17	-0.8	47.81
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
even	Eng	O	50.32	32.92	-0.8	49.52
say	Eng	O	43.93	22.05	-0.8	43.13
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
have	Eng	O	60.11	28.54	-0.8	59.31
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
blood	Eng	O/ORG	40.77	12.95	-0.8	39.970000000000006
even	Eng	O/ORG	50.32	32.92	-0.8	49.52
though	Eng	O/ORG	64.91	8.23	-0.8	64.11
we	Eng	O/ORG	46.45	7.69	-0.8	45.650000000000006
all	Eng	O/ORG	47.74	25.64	-0.8	46.940000000000005
do	Eng	O	42.25	32.38	-0.8	41.45
!	Punct	O	N/A	N/A	N/A	N/A
We	Eng	O	46.45	7.69	-0.8	45.650000000000006
are	Eng	O	50.46	30.0	-0.8	49.660000000000004
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
mix	Eng	O/ORG	25.49	9.94	-0.8	24.689999999999998
of	Eng	O/ORG	45.37	12.91	-0.8	44.57
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
indigenous	Eng	O/ORG	28.6	21.61	-0.8	27.8
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
