Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
guess	Eng	O/ORG	55.63	17.83	-0.8	54.830000000000005
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
don	Eng	O/ORG	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
know	Eng	O/ORG	60.3	6.12	-0.8	59.5
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
because	Eng	O/ORG	75.01	22.56	-0.8	74.21000000000001
thats	Eng	O/ORG	50.57	13.93	-0.8	49.77
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
what	Eng	O/ORG	61.03	9.63	-0.8	60.230000000000004
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
says	Eng	O/ORG	44.86	16.09	-0.8	44.06
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
