Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Ixtlan	Eng	LOCATION/O	15.94	13.12	-0.8	15.139999999999999
del	Spn	O	26.4	45.85	-2.38	43.47
rio	Spn	O	22.01	25.24	-1.01	24.229999999999997
Nayarit	Eng	LOCATION/ORG	17.67	8.51	-2.38	15.290000000000003
is	Eng	O	44.66	21.08	-0.8	43.86
the	Eng	O	60.83	27.05	-0.8	60.03
same	Eng	O	49.13	34.36	-0.8	48.330000000000005
lol	Eng	O	19.76	18.87	-0.8	18.96
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
