Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
isn	Eng	O	40.07	9.27	-0.8	39.27
'	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
guy	Eng	O/ORG	37.16	22.24	-0.8	36.36
from	Eng	O/ORG	48.14	12.52	-0.8	47.34
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
beer	Eng	O/ORG	40.78	23.35	-0.8	39.980000000000004
comercial	Spn	O	46.35	48.94	-2.38	46.559999999999995
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
