Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
How	Eng	O	45.28	13.44	-0.8	44.480000000000004
are	Eng	O	50.46	30.0	-0.8	49.660000000000004
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
an	Eng	O	41.88	24.48	-0.8	41.080000000000005
“	Punct	O	N/A	N/A	N/A	N/A
elementary	Eng	O	50.2	36.28	-0.8	49.400000000000006
teacher	Eng	O	56.39	26.9	-0.8	55.59
”	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-0.8	57.28
talking	Eng	O/OTROS	67.5	20.92	-0.8	66.7
about	Eng	O/OTROS	62.63	15.69	-0.8	61.830000000000005
parents	Eng	O/OTROS	56.12	30.91	-0.8	55.32
like	Eng	O/OTROS	57.49	21.32	-0.8	56.690000000000005
that	Eng	O/OTROS	68.72	14.42	-0.8	67.92
?	Punct	O	N/A	N/A	N/A	N/A
It	Eng	O/ORG	50.11	11.76	-0.8	49.31
is	Eng	O/ORG	44.66	21.08	-0.8	43.86
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
easy	Eng	O	36.56	17.63	-0.8	35.760000000000005
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
sounds	Eng	O/ORG	53.87	15.87	-0.8	53.07
teacher	Eng	O/ORG	56.39	26.9	-0.8	55.59
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
in	Eng	O	45.41	25.29	-0.8	44.61
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
country	Eng	O	59.43	17.3	-0.8	58.63
that	Eng	O	68.72	14.42	-0.8	67.92
prides	Eng	O	41.69	36.38	-0.8	40.89
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
