Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
espera	Spn	O	30.01	56.73	-2.38	54.349999999999994
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
🌌	Punct	O	N/A	N/A	N/A	N/A
esta	Spn	O	22.4	52.76	-1.01	51.75
mas	Spn	O	31.72	34.11	-1.01	33.1
rico	Spn	O	25.51	37.1	-1.01	36.09
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
zhac	Eng	O	-1.35	-2.19	-2.38	-3.73
lefrom	Eng	O	34.46	8.42	-0.8	33.660000000000004
🌌	Punct	O	N/A	N/A	N/A	N/A
xd	Eng	O	0.1	-1.08	-0.8	-0.7000000000000001
no	Spn	O	39.04	44.89	-2.38	42.51
se	Spn	O	30.91	42.67	-1.01	41.660000000000004
como	Spn	O	21.69	52.03	-1.01	51.02
se	Spn	O	30.91	42.67	-1.01	41.660000000000004
escribe	Spn	O	31.21	46.06	-1.01	45.050000000000004
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
