Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
only	Eng	O	49.65	9.4	-0.8	48.85
have	Eng	O	60.11	28.54	-0.8	59.31
myself	Eng	O	49.99	2.86	-0.8	49.190000000000005
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
blame	Eng	O	40.74	32.27	-0.8	39.940000000000005
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
2	Num	O	N/A	N/A	N/A	N/A
no	Spn	O	39.04	44.89	-2.38	42.51
Sabo	Spn	PERSON/PERS	16.37	33.68	-1.01	32.67
kids	Eng	O	46.98	8.94	-2.38	44.599999999999994
and	Eng	O	58.08	26.56	-0.8	57.28
1	Num	O	N/A	N/A	N/A	N/A
that	Eng	O	68.72	14.42	-0.8	67.92
doesn	Eng	O	51.86	9.83	-0.8	51.06
'	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
any	Eng	O/ORG	46.02	17.76	-0.8	45.220000000000006
spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
😬	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
