Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Bro	Spn	O	22.33	29.28	-2.38	26.900000000000002
that	Eng	O	68.72	14.42	-2.38	66.34
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
me	Spn	O	41.15	43.0	-2.38	40.62
Ima	Spn	PERSON/OTROS	24.6	29.25	-1.01	28.24
.	Punct	O	N/A	N/A	N/A	N/A
Yo	Spn	O	24.54	38.85	-1.01	37.84
no	Spn	O	39.04	44.89	-1.01	43.88
sabo	Spn	O	16.37	33.68	-1.01	32.67
kid	Eng	O	38.19	9.68	-2.38	35.809999999999995
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
