Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
Spanish	Eng	O/PERS	39.06	8.16	-0.8	38.260000000000005
major	Eng	O	45.28	30.3	-0.8	44.480000000000004
and	Eng	O	58.08	26.56	-0.8	57.28
this	Eng	O	59.86	22.07	-0.8	59.06
was	Eng	O	51.72	16.52	-0.8	50.92
so	Eng	O	43.57	28.06	-0.8	42.77
fun	Eng	O	36.4	23.58	-0.8	35.6
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
watch	Eng	O	52.83	3.41	-0.8	52.03
!	Punct	O	N/A	N/A	N/A	N/A
Me	Spn	O	41.15	43.0	-2.38	40.62
encanta	Spn	O	19.72	55.22	-1.01	54.21
su	Spn	O	14.41	35.66	-1.01	34.65
video	Eng	O	31.71	26.45	-2.38	29.330000000000002
!	Punct	O	N/A	N/A	N/A	N/A
Gracias	Spn	O	29.81	60.45	-2.38	58.07
por	Spn	O	25.21	47.08	-1.01	46.07
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
video	Eng	O	31.71	26.45	-2.38	29.330000000000002
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
