Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
*	Punct	O	N/A	N/A	N/A	N/A
el	Spn	O	19.84	42.02	-2.38	39.64
idioma	Spn	O	19.76	33.76	-1.01	32.75
así	Spn	O	3.01	38.29	-1.01	37.28
como	Spn	O	21.69	52.03	-1.01	51.02
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
tequila	Spn	O	13.22	41.39	-1.01	40.38
.	Punct	O	N/A	N/A	N/A	N/A
No	Spn	O	39.04	44.89	-1.01	43.88
me	Spn	O	41.15	43.0	-1.01	41.99
pregunte	Spn	O	23.32	56.12	-1.01	55.11
por	Spn	O	25.21	47.08	-1.01	46.07
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
porque	Spn	O	23.55	64.76	-1.01	63.75000000000001
no	Spn	O	39.04	44.89	-1.01	43.88
lo	Spn	O	19.44	42.92	-1.01	41.910000000000004
se	Spn	O	30.91	42.67	-1.01	41.660000000000004
pero	Spn	O	24.95	52.4	-1.01	51.39
asi	Spn	O	16.5	25.78	-1.01	24.77
es	Spn	O	21.58	44.75	-1.01	43.74
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
