Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
@	Punct	O	N/A	N/A	N/A	N/A
clvssy_x	Eng	O	0.43	-2.35	-0.8	-0.37000000000000005
this	Eng	O	59.86	22.07	-0.8	59.06
is	Eng	O	44.66	21.08	-0.8	43.86
Alex	Eng	PERSON/PERS	17.99	15.39	-0.8	17.189999999999998
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
padrino	Spn	O	20.25	53.56	-2.38	51.18
energy	Eng	O	31.17	19.38	-2.38	28.790000000000003
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
