Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Raising	Eng	O/ORG	51.26	9.4	-0.8	50.46
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
son	Eng	O	41.69	40.73	-0.8	40.89
bilingual	Eng	O	38.93	20.38	-0.8	38.13
has	Eng	O	46.17	42.75	-0.8	45.370000000000005
been	Eng	O	52.66	22.28	-0.8	51.86
difficult	Eng	O	56.95	10.58	-0.8	56.150000000000006
.	Punct	O	N/A	N/A	N/A	N/A
Dad	Eng	O/PERS	35.2	30.34	-0.8	34.400000000000006
only	Eng	O	49.65	9.4	-0.8	48.85
speaks	Eng	O	40.45	11.82	-0.8	39.650000000000006
English	Eng	O	35.81	18.35	-0.8	35.010000000000005
and	Eng	O	58.08	26.56	-0.8	57.28
we	Eng	O	46.45	7.69	-0.8	45.650000000000006
moved	Eng	O	49.43	24.82	-0.8	48.63
states	Eng	O	54.57	30.41	-0.8	53.77
away	Eng	O	45.92	19.35	-0.8	45.120000000000005
from	Eng	O	48.14	12.52	-0.8	47.34
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
family	Eng	O	54.07	30.22	-0.8	53.27
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
small	Eng	O	48.51	9.36	-0.8	47.71
town	Eng	O	46.04	16.22	-0.8	45.24
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
no	Spn	O	39.04	44.89	-2.38	42.51
Spanish	Eng	O/ORG	39.06	8.16	-2.38	36.68
speakers	Eng	O/ORG	48.86	10.79	-0.8	48.06
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
