Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Mexico	Spn	LOCATION/O	26.17	41.73	-2.38	39.349999999999994
beach	Eng	O	43.45	11.85	-2.38	41.07
trip	Eng	O	35.43	18.11	-0.8	34.63
for	Eng	O	47.94	28.79	-0.8	47.14
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
.	Punct	O	N/A	N/A	N/A	N/A
Tequila	Spn	O	13.22	41.39	-2.38	39.01
and	Eng	O	58.08	26.56	-2.38	55.699999999999996
sunshine	Eng	O	39.88	21.47	-0.8	39.080000000000005
will	Eng	O/ORG	48.96	7.58	-0.8	48.160000000000004
teach	Eng	O/ORG	49.19	17.71	-0.8	48.39
you	Eng	O/ORG	56.67	25.36	-0.8	55.870000000000005
all	Eng	O/ORG	47.74	25.64	-0.8	46.940000000000005
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
you	Eng	O/ORG	56.67	25.36	-0.8	55.870000000000005
need	Eng	O/ORG	46.91	20.22	-0.8	46.11
to	Eng	O/ORG	48.13	29.93	-0.8	47.330000000000005
know	Eng	O/ORG	60.3	6.12	-0.8	59.5
🔥	Punct	O	N/A	N/A	N/A	N/A
💀	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
