Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
No	Spn	O	39.04	44.89	-2.38	42.51
man	Eng	O	40.95	33.96	-2.38	38.57
they	Eng	O	65.37	19.05	-0.8	64.57000000000001
will	Eng	O/PERS	48.96	7.58	-0.8	48.160000000000004
said	Eng	O/PERS	47.81	17.28	-0.8	47.010000000000005
it	Eng	O	50.11	11.76	-0.8	49.31
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
because	Eng	O	75.01	22.56	-0.8	74.21000000000001
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
’	Punct	O	N/A	N/A	N/A	N/A
re	Eng	O	44.29	29.91	-0.8	43.49
always	Eng	O	58.03	12.99	-0.8	57.230000000000004
on	Eng	O	43.01	23.0	-0.8	42.21
your	Eng	O	56.33	24.2	-0.8	55.53
phone	Eng	O	45.13	16.3	-0.8	44.330000000000005
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
