Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
CEO	Spn	O/ORG	16.07	20.19	-2.38	17.810000000000002
of	Eng	O	45.37	12.91	-2.38	42.989999999999995
✨	Punct	O	N/A	N/A	N/A	N/A
NO	Spn	O	39.04	44.89	-2.38	42.51
SABO	Spn	O	16.37	33.68	-1.01	32.67
✨	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
