Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
know	Eng	O/ORG	60.3	6.12	-0.8	59.5
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
voice	Eng	O/ORG	40.27	23.98	-0.8	39.470000000000006
In	Eng	O/ORG	45.41	25.29	-0.8	44.61
her	Eng	O/ORG	46.52	29.04	-0.8	45.720000000000006
head	Eng	O/ORG	44.83	19.69	-0.8	44.03
is	Eng	O/ORG	44.66	21.08	-0.8	43.86
saying	Eng	O/ORG	60.24	14.64	-0.8	59.440000000000005
“	Punct	O	N/A	N/A	N/A	N/A
ohhhhhh	Eng	O	10.72	2.83	-0.8	9.92
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
ffuuuucckkked	Eng	O	6.7	-5.03	-0.8	5.9
uppp	Eng	O	13.55	-0.47	-0.8	12.75
”	Punct	O	N/A	N/A	N/A	N/A
💀	Punct	O	N/A	N/A	N/A	N/A
💀	Punct	O	N/A	N/A	N/A	N/A
💀	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
