Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Then	Eng	O	60.65	23.75	-0.8	59.85
she	Eng	O	47.98	20.49	-0.8	47.18
finna	Eng	O	26.33	23.58	-0.8	25.529999999999998
post	Eng	O	38.2	18.87	-0.8	37.400000000000006
on	Eng	O	43.01	23.0	-0.8	42.21
instagram	Eng	O/ORG	34.93	12.18	-0.8	34.13
“	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
love	Eng	O/ORG	45.41	24.46	-0.8	44.61
being	Eng	O/ORG	56.06	12.46	-0.8	55.260000000000005
mexican	Spn	O/ORG	37.7	44.86	-2.38	42.48
❤	Punct	O	N/A	N/A	N/A	N/A
️	Punct	O	N/A	N/A	N/A	N/A
🇲	Punct	O	N/A	N/A	N/A	N/A
🇽	Punct	O	N/A	N/A	N/A	N/A
”	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
