Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
And	Eng	O	58.08	26.56	-0.8	57.28
this	Eng	O	59.86	22.07	-0.8	59.06
is	Eng	O	44.66	21.08	-0.8	43.86
why	Eng	O/ORG	41.66	5.84	-0.8	40.86
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
don	Eng	O/ORG	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
around	Eng	O/ORG	60.77	18.39	-0.8	59.970000000000006
my	Eng	O/ORG	41.2	20.91	-0.8	40.400000000000006
family	Eng	O/ORG	54.07	30.22	-0.8	53.27
🫠	Punct	O	N/A	N/A	N/A	N/A
obviously	Eng	O/ORG	52.98	10.3	-0.8	52.18
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
gonna	Eng	O/ORG	42.51	19.51	-0.8	41.71
sound	Eng	O/ORG	53.64	17.19	-0.8	52.84
too	Eng	O/ORG	46.65	16.45	-0.8	45.85
good	Eng	O/ORG	51.82	19.01	-0.8	51.02
if	Eng	O/ORG	41.12	4.97	-0.8	40.32
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
have	Eng	O	60.11	28.54	-0.8	59.31
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
teach	Eng	O/ORG	49.19	17.71	-0.8	48.39
myself	Eng	O/ORG	49.99	2.86	-0.8	49.190000000000005
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
