Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Bruh	Eng	PERSON/PERS	24.79	11.39	-0.8	23.99
this	Eng	O	59.86	22.07	-0.8	59.06
episode	Eng	O	31.29	23.25	-0.8	30.49
in	Eng	O	45.41	25.29	-0.8	44.61
umm	Eng	O/ORG	14.55	4.69	-0.8	13.75
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
forgot	Eng	O/ORG	49.6	10.54	-0.8	48.800000000000004
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
name	Eng	O/ORG	42.82	33.95	-0.8	42.02
wait	Eng	O/ORG	45.48	2.5	-0.8	44.68
caso	Spn	O	28.0	43.7	-2.38	41.32
serado	Spn	O	32.46	44.05	-1.01	43.04
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
